ID,Name,Description,Aliases
"exicon-1753308785195-forest-to-the-sea","Forest to the Sea","<p>Conducted on any field, parking lot or basketball court that has a halfway point. You bear crawl to the middle and crab walk the rest. The bear represents your forest and the the crab is the sea. You can throw some burpees in at the half way point to help countdown (5,4,3,2,1) and to make the exercise harder. The length is up to the Q.</p>",""
"exicon-1773158139031-fornicola’s","Fornicola’s","<p>Named after a college wrestling national champ and coach. Great for warm-up/COP in cadence. Arms straight out make a tight fist and the thumb placed across the space between 2nd &amp; 3rd knuckles. Snap your fingers all the way out, rinse and  repeat. Move to arms extended to side then above the head. Recommend 30 to 50 4-count reps in each position.</p>","[object Object]"
"exicon-1753308785415-four-corners-escalator","Four Corners Escalator","<p>ination of Four Corners and an Escalator. Four exercises. 10 reps, run to next corner, 10 reps+20 reps next exercise, run, 10, 20, 30 reps, run, 10, 20, 30, 40 reps, run to start. Can go back down escalator: 40, 30, 20, 10, run, 30, 20, 10, run, 20, 10, run, 10.</p>",""
"exicon-1753308785627-foxhole","Foxhole","Foxhole 2 for 1 value exercise! Its a WWI, roll to the side into a Merken. Repeato.",""
"exicon-1761944036514-frankenstein-squat","Frankenstein Squat","<p>A @Frankensteins followed immediately by a squat</p>",""
"exicon-1753308786125-frankensteins","Frankensteins","<p>Stand with Arms straight out. As you walk forward, raise each leg as high as you can toward corresponding arm. Knees slightly bent. Looks like Frankenstein.</p>",""
"exicon-1753308786332-freddie-mercury","Freddie Mercury","<p>Aka the bicycle sit-up. Alternate extending legs and arms in a bicycling motion during the sit-up.</p>","[object Object]"
"exicon-1757988689089-friday-night-lights","Friday Night Lights","<p>5 stations rotating every 4 minutes RB Station At picnic tables 20 each: Dips Step-ups Irkins Mt. Climbers OL Station Using coupon 20 each: Squats Rows Curls Swings DL Station 15 yards moving together One PAX bear crawl One PAX rifle carry coupon Switch DB Station 15 yard run catch One PAX runs backwards One PAX throws the ball when teammate reaches endzone 5 burpee penalty for each dropped ball Switch WR Station 15 yard run catch One PAX runs One PAX throws the ball when teammate reaches endzone 5 burpee penalty for each dropped ball Switch</p>",""
"exicon-1753308786622-frog-squats","Frog Squats","With your hands on a horizontally flat Cindy (coupon), position your body as if you were about to Bear Crawl or Murder Bunny, but stay in place and perform a squat. Higher rep count leads to a burner of a leg exercise!",""
"exicon-1770692231556-froggies","Froggies","<p>Start in the high plank position with your hands shoulder-width apart. Bring your chest almost to the ground and hold, alternate your right knee to your right elbow and back, then your left knee to your left elbow and back. Push up into high plank, alternate your right knee to your right elbow and back, then your left knee to your left elbow and back. 6-count = 1 rep.</p><p>Rinse and repeat...</p>",""
"exicon-1753308786913-gargoyle","Gargoyle","<p>A variation of <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308822945-monkey-humpers\" data-label=\"Monkey Humpers\" data-mention-suggestion-char=\"@\">@Monkey Humpers</span> , which is a half-squat performed while grabbing the inside of your ankles. In this variation, the exercise is performed on a coupon, bench, or any elevated surface.</p>",""
"exicon-1753308787207-gas-pump","Gas Pump","<p>Start in the LBC position and straighten your legs to the Dolly position and then back to the LBC position. Sit next to @Mungo in the Lake Murray region when he does these and you'll know where the name comes from.</p>",""
"exicon-1753308787416-get-low","Get Low","<p>Performed to the song Get Low by DJ Snake, hold the people's chair while the song says Get Low over and over again. When the Beat Drops do squats up and down in Cadence with the beat. The song will repeat and you can either repeat this or you can drop to a low plank. Hold the low point of a merkin while the song says Get Low for what seems like a ridiculously Long Time. When the Beat Drops do merkins, if you can. Good warm up to a ridiculous song</p>",""
"exicon-1753308787622-get-low-or-buried-face","Get Low or Buried Face","<p>Merkin/pushup position, feet are raised onto a bench (2.5ft or higher elevation is preferred). While in pushup position w/feet elevated together, each hand is placed on a cinder-block/brick, allowing push-ups to have a lower range to dip and push back up from. Since the head now parallels the hands, the pectorals get a better stretch, as well as the arms &amp; shoulders, since the head &amp; body now fall below the level of a typical face-to-ground push-up.</p>",""
"exicon-1753308787834-get-lucky-or-not-so-much","Get Lucky or not so much","<p>Listen to \"Get Lucky\" by Daft Punk, and every time they say \"get lucky\" do a merkin. Every time the song says \"we're up all night\" hold an Al Gore until he says \"get lucky\" again.</p>",""
"exicon-1753308788040-glen-campbells","Glen Campbells","<p>Another name for Partner Carries, but Partner Carry is too simplistic a name for a dignified, musically well rounded PAX. 70's Gold. The lyrics and angelic voice say it all.</p>",""
"exicon-1753308788260-global-warming","Global Warming","<p>PAX in circle of pain. Hold Al Gore while slowly shuffling in a circle. Q shouts out exercise and amount (10 merkins, 20 Bobby Hurleys, 10 burpees, etc.) PAX recover and continue Al Gore shuffle in opposite direction. Rinse, repeat, and continue until Q is smoked.</p>",""
"exicon-1761835940343-golden-arches","Golden Arches","Golden Arches is an Ab exercise done lying on your back. Starting with your legs spread apart and off the ground, raise your legs, drawing them toward the center, then down, like you are drawing an 'M'. Then reverse direction. Usually done to a four-count cadence.",""
"exicon-1753308788488-good-morning-abby","Good Morning Abby","<p>Starting position laying on your back, sit upright at the same time bending your legs and planting your feet then stand upright not using hands for support. Lower back down to a sitting position and extend legs while laying back down to complete one round. Originally called prisoner get ups but we like good morning Abby better.</p>",""
"exicon-1753308788714-good-morning-burpees","Good Morning Burpees","<p>While moseying you must say \"good morning\" to everyone you pass. If they reply \"good morning\" then the pax stop and perform 5 burpees then continue on your way. Bonus points if the person who replies to the pax performs the burpees also.</p>",""
"exicon-1772510391327-good-morning-squat","Good Morning Squat","<p>Stand with a coupon in the front rack position, drop down into a low squat, then pivot to a Good Morning by straightening your legs, so your back is horizontal. Next, drop back down into a low squat before standing up again. Rinse and repeat.</p><p>For better form, stand on something with your heels raised about 2 inches.</p>",""
"exicon-1753308788936-google-bun-shaper","Google Bun Shaper","<p>Walking Lunge and extend back leg at a slight angle to align with the glute muscle fibers. Make sure to squeeze and focus on the glute you are raising.</p>",""
"exicon-1753308789144-gorilla-complex","Gorilla Complex","<p>With a cinder block or other coupon of Q's choosing, PAX perform the following OYO without stop: 8 Curls For Girls, 8 High Pulls, 8 Overhead Presses, 8 Tricep Extensions, then drop coupon for 8 Merkins. Follow this up by a quick mosey for a brief upper body recovery, typically no more than 50 yards. Rinse and Repeat 8 Times.</p>",""
"exicon-1753308789351-gorilla-humpers","Gorilla Humpers","<p>Like Monkey Humpers, only bigger! Stand with feet much wider than shoulder width, half-squat performed while grabbing the inside of your ankles. Still gets all of the burn, but it's significantly different than your normal monkey hump.</p>",""
"exicon-1753308789563-grady-corn","Grady Corn","<p>In memory of Grady Pitstick, aka \"Quikrete\", who passed away a year ago. He was only 30 years old, and the son of another member of the Knoxville PAX, Brian Pitstick, aka \"Sparkler\". \"Grady Corn\" is a a combination of Grady's name and \"Candy Corn\", which was an exercise Grady brought to us that became his trademark. It is a shoulder warm up that can become a full-on exercise with enough reps. Here is its description: Four-count exercise that begins in a standing position with your arms together, straight out in front of you. Swing your arms back to a \"T\" formation, then over your head to form a triangle, then back down to a \"T\", and then back to the starting position. 25 reps makes for a good shoulder warm up. At 50 reps the mumblechatter starts to dwindle. Groans of pain begin at about rep 75, which should be taken by the Q as encouragement to keep going to 100.</p>",""
"exicon-1753308789777-grave-diggers","Grave Diggers","Grave Diggers Coupon exercise. Start standing with feet shoulder width apart and straddling a coupon. Bend over and grap coupon and lift it up and over the right shoulder until the coupon is by your right ear. Then return the coupon between your feet. Repeat on left side. This is easily completed as a 4-count exercise.",""
"exicon-1753308790062-green-sally-up","Green Sally Up","Q plays the song \"Flower\" by Moby (Gone in 60 seconds soundtrack). Start with your chest on the ground, and enjoy it because your chest shouldn''t touch the ground again until the song is over. When the song says \"Green Sally Up\" the Pax will be in the ''Merican up position, and \"Green Sally Down\" the Pax will be in the ''Merican down position. Pax will hold the down position until the next rep. It''s only 31 little reps in 3:30. Scale this workout to your fitness level: If you are fatigued, modify the ''mericans by either doing chest to ground at the bottom, or take no shame and use your knees. Here''s a tip to complete it, position hands between shoulders and chest and close to the body, much less stress on the shoulders. This can be modified to about any move; squats, curls, planks or even pull-ups if you are absolutely insane. http://www.youtube.com/watch?v=6A2V9Bu80J4",""
"exicon-1753308790360-greg-louganis-merkin","Greg Louganis Merkin","<p>From plank position, do a merkin then shoot your legs up and through your arms while flipping over backwards arriving in plank position. Don't hit your head.</p>",""
"exicon-1753308790567-greta-1-2-3","Greta 1-2-3","<p>Dora's Icelandic Cousin...she's frigid. It's like Dora 1-2-3 but performed with each exercise using a 30lb cinderblock (YHC used Kettle bell swings, squat to overhead press, and block burpees) . Also, while one of the pair is running, the runner is carrying another cinderblock to leave at the top of the run for the other to carry back. All the while the runner has to hurdle over three obstacles (hay bales). It's terrible and horrible combined.</p>",""
